author,clickbait_reasons,clickbait_score,collection_method,fact_check_rating,fact_check_title,feed_url,headline,headline_original,id,label,labeling_method,needs_review,published_at,scraped_at,section,source,source_type,split,url,headline_language_detected,headline_language_probability,headline_translation_reason,headline_translation_method
,,0.0,news_sitemap,,,,Debut y despedida en Croacia: Cristian Garin cayó ante Droguet y dice adiós al ATP de Umag,Debut y despedida en Croacia: Cristian Garin cayó ante Droguet y dice adiós al ATP de Umag,6c06d6b82d7e95f0,informativo,weak-rules-v1.2,False,2025-07-21T18:29:36+00:00,2026-04-20T23:28:49.342858+00:00,pressrelease,BioBioChile,nacional,train,https://www.biobiochile.cl/noticias/deportes/tenis/2025/07/21/cristian-garin-debut-despedida-croacia-droguet-atp-de-umag.shtml,es,0.999997,kept,kept_original
,,0.0,news_sitemap,,,,"El director del FBI, Kash Patel, presenta una demanda de 250 millones de dólares contra The Atlantic",FBI Director Kash Patel files $250m lawsuit against The Atlantic,3498f16799df0bd0,informativo,weak-rules-v1.2,False,2026-04-20T17:04:14+00:00,2026-04-20T23:35:19.071607+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/news/articles/c78lggvey55o,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
Juan Carlos Broncano,curiosity_gap:lo que;curiosity_colon_framing;direct_address:tu,0.48,rss,,,https://www.mundodeportivo.com/rss/home.xml,"AirPods, iPad y Apple Watch reacondicionados: todo lo que le falta a tu iPhone está en Back Market","AirPods, iPad y Apple Watch reacondicionados: todo lo que le falta a tu iPhone está en Back Market",45ca147095df090b,clickbait,manual-review-v1.0,False,2026-04-10T06:50:00+02:00,2026-04-20T23:38:20.520593+00:00,Tecnología,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/elrecomendador/tecnologia/20260410/1004166103/airpods-ipad-apple-watch-reacondicionados-le-falta-iphone-back-market-mkt-bama.html,es,0.857139,kept,kept_original
,,0.0,sitemap_url_slug,,,,se estreno operacion finale en netflix la caceria y captura de adolf eichmann en argentina,se estreno operacion finale en netflix la caceria y captura de adolf eichmann en argentina,d96456549155f208,informativo,weak-rules-v1.2,False,2024-04-22T22:33:53.482000+00:00,2026-04-20T23:37:12.691243+00:00,,Infobae,internacional,train,https://www.infobae.com/america/entretenimiento/2018/10/03/se-estreno-operacion-finale-en-netflix-la-caceria-y-captura-de-adolf-eichmann-en-argentina/,es,0.999998,kept,kept_original
,,0.0,sitemap_url_slug,,,,sube o baja la bencina asi puedes encontrar los precios mas baratos por region,sube o baja la bencina asi puedes encontrar los precios mas baratos por region,2931966f37528e66,informativo,weak-rules-v1.2,False,2026-04-20T15:21:56-03:00,2026-04-20T23:28:58.913819+00:00,,El Mostrador,nacional,validation,https://www.elmostrador.cl/datos-utiles/2026/04/20/sube-o-baja-la-bencina-asi-puedes-encontrar-los-precios-mas-baratos-por-region/,es,0.999997,kept,kept_original
,,0.0,sitemap_url_slug,,,,adios al cda la cantera de la u arma las maletas y tiene nueva casa,adios al cda la cantera de la u arma las maletas y tiene nueva casa,33e9579d56f0536b,informativo,weak-rules-v1.2,False,2026-04-03T15:21:56.719000+00:00,2026-04-20T23:35:10.044590+00:00,,En Cancha,nacional,validation,https://www.encancha.cl/futbol-chileno/u-de-chile/2026/04/03/adios-al-cda-la-cantera-de-la-u-arma-las-maletas-y-tiene-nueva-casa/,es,0.999998,kept,kept_original
,,0.0,sitemap_url_slug,,,,bayern munich se queda con una serie monumental despacha al real madrid y esta en semifinales de la champions,bayern munich se queda con una serie monumental despacha al real madrid y esta en semifinales de la champions,549a513773fabd7d,informativo,weak-rules-v1.2,False,2026-04-15T21:11:12.868000+00:00,2026-04-20T23:29:50.324695+00:00,,La Tercera,nacional,train,https://www.latercera.com/el-deportivo/noticia/bayern-munich-se-queda-con-una-serie-monumental-despacha-al-real-madrid-y-esta-en-semifinales-de-la-champions/,es,0.999995,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,"Clima hoy en Aguas Verdes, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026","Clima hoy en Aguas Verdes, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026",0a8fc2e07daa83a4,informativo,weak-rules-v1.2,False,2026-04-20T03:09:21+00:00,2026-04-20T23:37:29.571277+00:00,,Clarin,internacional,train,https://www.clarin.com/informacion-general/clima-hoy-aguas-verdes-buenos-aires-pronostico-tiempo-lunes-20-abril-2026_0_xsvaQhQVZL.html,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,luis fonsi primera parte,luis fonsi primera parte,942ed4f560b33b96,informativo,weak-rules-v1.2,False,2013-09-02T04:07:00+00:00,2026-04-20T23:34:10.197927+00:00,,FMDOS,nacional,test,https://www.fmdos.cl/especial-de-las-dos/luis-fonsi-primera-parte/,ro,0.604571,kept,kept_original
,,0.0,rss,,,https://www.infobae.com/arc/outboundfeeds/rss/category/america/mundo/,Europol identificó a más de 45 niños ucranianos deportados a Rusia y Bielorrusia,Europol identificó a más de 45 niños ucranianos deportados a Rusia y Bielorrusia,c274ef78c446a1ae,informativo,weak-rules-v1.2,False,2026-04-20T15:22:05+00:00,2026-04-20T23:36:23.852745+00:00,,Infobae,internacional,train,https://www.infobae.com/america/mundo/2026/04/20/europol-identifico-a-mas-de-45-ninos-ucranianos-deportados-a-rusia-y-bielorrusia/,es,0.999998,kept,kept_original
,,0.0,news_sitemap,,,,Una mujer policía apuñalada en el cuello por un hombre en Worcestershire,Female police officer stabbed in neck by man in Worcestershire,1e7e91eeafb9fccf,informativo,weak-rules-v1.2,False,2026-04-20T18:19:05+00:00,2026-04-20T23:35:19.073911+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/news/articles/c203evkz9w3o,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
,vague_subject,0.1,news_sitemap,,,,Estos eran los dos miembros de la producción de ‘Sin senos sí hay paraíso’ asesinados en Bogotá,Estos eran los dos miembros de la producción de ‘Sin senos sí hay paraíso’ asesinados en Bogotá,cca006db88e270b3,informativo,weak-rules-v1.2,False,2026-04-20T18:08:11.178000+00:00,2026-04-20T23:37:12.665842+00:00,,Infobae,internacional,train,https://www.infobae.com/colombia/2026/04/20/estos-eras-los-dos-miembros-de-la-produccion-de-sin-senos-si-hay-paraiso-asesinados-en-bogota/,es,0.999996,kept,kept_original
,,0.0,news_sitemap,,,,República de Irlanda femenina: el equipo de Carla Ward jugará contra Holanda en el Pairc Ui Chaoimh,Republic of Ireland women: Carla Ward's side to play the Netherlands at Pairc Ui Chaoimh,b11a8e6a2f150639,informativo,weak-rules-v1.2,False,2026-04-20T11:19:08+00:00,2026-04-20T23:35:19.063485+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/sport/football/articles/cwyxj2e2n2zo,en,0.999996,detected_non_es,GoogleTranslator(auto->es)
,question_opener_without_punctuation,0.16,sitemap_url_slug,,,,donde y a que hora ver a manchester city vs arsenal en tv y streaming,donde y a que hora ver a manchester city vs arsenal en tv y streaming,6681a6139457ff6b,informativo,weak-rules-v1.2,False,2026-04-19T12:00:00.542000+00:00,2026-04-20T23:29:50.285853+00:00,,La Tercera,nacional,train,https://www.latercera.com/servicios/noticia/donde-y-a-que-hora-ver-a-manchester-city-vs-arsenal-en-tv-y-streaming/,es,0.571429,kept,kept_original
,,0.0,sitemap_url_slug,,,,colo colo afina el plan con diego ulloa tras confimarse su futuro,colo colo afina el plan con diego ulloa tras confimarse su futuro,bd15032251bcbecc,informativo,weak-rules-v1.2,False,2026-04-14T19:31:35.189000+00:00,2026-04-20T23:35:09.999175+00:00,,En Cancha,nacional,train,https://www.encancha.cl/futbol-chileno/colo-colo/2026/04/14/colo-colo-afina-el-plan-con-diego-ulloa-tras-confimarse-su-futuro/,it,0.570792,kept,kept_original
,sensational_language:terrible,0.15,sitemap_url_slug,,,,terrible lucho y picella se lucieron este sabado en el hipodromo chile,terrible lucho y picella se lucieron este sabado en el hipodromo chile,7d2b7a5fb8611cf8,informativo,weak-rules-v1.2,False,2011-11-27T00:33:00+00:00,2026-04-20T23:28:55.073243+00:00,,CNN Chile,nacional,validation,https://www.cnnchile.com/deportes/terrible-lucho-y-picella-se-lucieron-este-sabado-en-el-hipodromo-chile_20111126/,es,0.999997,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,"Clima hoy en Pinar del Sol, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026","Clima hoy en Pinar del Sol, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026",cd0b8fb22bfd66dd,informativo,weak-rules-v1.2,False,2026-04-20T03:20:02+00:00,2026-04-20T23:37:29.564855+00:00,,Clarin,internacional,train,https://www.clarin.com/informacion-general/clima-hoy-pinar-sol-buenos-aires-pronostico-tiempo-lunes-20-abril-2026_0_6DLCxq7Wso.html,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,presidente kast se sometio a test de drogas anuncio proyecto de ley para ampliar exigencia a parlamentarios y directivas de partidos,presidente kast se sometio a test de drogas anuncio proyecto de ley para ampliar exigencia a parlamentarios y directivas de partidos,ca4c4dee38229063,informativo,weak-rules-v1.2,False,2026-04-08T18:45:18.113000+00:00,2026-04-20T23:32:58.301899+00:00,,La Cuarta,nacional,train,https://www.lacuarta.com/chile/noticia/presidente-kast-se-sometio-a-test-de-drogas-anuncio-proyecto-de-ley-para-ampliar-exigencia-a-parlamentarios-y-directivas-de-partidos/,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,rescate de secuestrados en puerto montt termina con dos detenidos ligados al tren de aragua,rescate de secuestrados en puerto montt termina con dos detenidos ligados al tren de aragua,4cb7e44c422e42b7,informativo,weak-rules-v1.2,False,2026-04-06T15:06:07.351000+00:00,2026-04-20T23:32:58.316930+00:00,,La Cuarta,nacional,train,https://www.lacuarta.com/chile/noticia/rescate-de-secuestrados-en-puerto-montt-termina-con-dos-detenidos-ligados-al-tren-de-aragua/,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,fallece fats domino arquitecto del rock and roll y heroe de nueva orleans,fallece fats domino arquitecto del rock and roll y heroe de nueva orleans,75f5189d2dcd725f,informativo,weak-rules-v1.2,False,2024-04-22T22:36:37.099000+00:00,2026-04-20T23:37:12.687436+00:00,,Infobae,internacional,train,https://www.infobae.com/america/eeuu/2017/10/25/fallece-fats-domino-arquitecto-del-rock-and-roll-y-heroe-de-nueva-orleans/,es,0.999997,kept,kept_original
,,0.0,sitemap_url_slug,,,,don gabino gano el clasico juan unzurrunzaga,don gabino gano el clasico juan unzurrunzaga,92f8700a0bb38c0e,informativo,weak-rules-v1.2,False,2011-11-12T00:30:00+00:00,2026-04-20T23:28:55.102670+00:00,,CNN Chile,nacional,train,https://www.cnnchile.com/deportes/don-gabino-gano-el-clasico-juan-unzurrunzaga_20111111/,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,ejercicio puede reducirl riesgo enfermedades trax,ejercicio puede reducirl riesgo enfermedades trax,40e172be94381325,informativo,weak-rules-v1.2,False,2026-04-15T22:10:04.805000+00:00,2026-04-20T23:36:22.168137+00:00,,CNN Espanol,internacional,train,https://cnnespanol.cnn.com/2026/04/15/salud/ejercicio-puede-reducirl-riesgo-enfermedades-trax,es,0.999998,kept,kept_original
,,0.0,news_sitemap,,,,Audax y Católica sellan intenso empate en Liga de Primera: itálicos bajan de punta y alargan invicto,Audax y Católica sellan intenso empate en Liga de Primera: itálicos bajan de punta y alargan invicto,8a593daa8b78e9c6,informativo,weak-rules-v1.2,False,2025-07-20T18:41:58+00:00,2026-04-20T23:28:49.352175+00:00,pressrelease,BioBioChile,nacional,train,https://www.biobiochile.cl/noticias/deportes/futbol/futbol-nacional/2025/07/20/audax-y-la-uc-firman-intenso-empate-en-liga-de-primera-audinos-se-bajan-de-liderato-y-alargan-invicto.shtml,es,0.999997,kept,kept_original
,,0.0,news_sitemap,,,,Mira lo más destacado de la Premier League: el partido del día en BBC iPlayer,Watch Premier League highlights: Match of the Day on BBC iPlayer,79d1b4c6952e1407,informativo,weak-rules-v1.2,False,2026-04-19T09:17:56+00:00,2026-04-20T23:35:19.031746+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/sport/football/articles/czjwl9l9xrro,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
,,0.0,news_sitemap,,,,Análisis del partido del día: cómo Porro decepcionó al Tottenham defensivamente contra Brighton,Match of the Day analysis: How Porro let Tottenham down defensively against Brighton,47edf8a1d0e76f6f,informativo,weak-rules-v1.2,False,2026-04-18T23:00:12+00:00,2026-04-20T23:35:19.079574+00:00,,BBC Mundo,internacional,validation,https://www.bbc.com/sport/football/videos/cm2k0gjnx0eo,en,0.999998,detected_non_es,GoogleTranslator(auto->es)
,,0.0,rss,,,https://feeds.bbci.co.uk/mundo/rss.xml,"La República de Slowjamastan, la micronación fundada en California por un excéntrico ""sultán"" que ya tiene 25.000 ciudadanos","La República de Slowjamastan, la micronación fundada en California por un excéntrico ""sultán"" que ya tiene 25.000 ciudadanos",c75f202fbbbaf77c,informativo,weak-rules-v1.2,False,2026-04-12T14:04:12+00:00,2026-04-20T23:35:11.537036+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/mundo/articles/clyr81r6m6jo?at_medium=RSS&at_campaign=rss,es,0.999997,kept,kept_original
,,0.0,sitemap_url_slug,,,,giacaman confirma mas de 400 mil asistentes en el rec y lo califica como el mejor de la historia,giacaman confirma mas de 400 mil asistentes en el rec y lo califica como el mejor de la historia,a98380861a8f872b,informativo,weak-rules-v1.2,False,2026-03-30T11:47:27-03:00,2026-04-20T23:28:49.383130+00:00,,BioBioChile,nacional,train,https://www.biobiochile.cl/noticias/nacional/region-del-bio-bio/2026/03/30/giacaman-confirma-mas-de-400-mil-asistentes-en-el-rec-y-lo-califica-como-el-mejor-de-la-historia.shtml,es,0.999997,kept,kept_original
Babelia,,0.0,rss,,,https://feeds.elpais.com/mrss-s/pages/ep/site/elpais.com/section/chile/portada,Las 50 recomendaciones de ‘Babelia’ para el Día del Libro de 2026,Las 50 recomendaciones de ‘Babelia’ para el Día del Libro de 2026,73046a312570af12,informativo,weak-rules-v1.2,False,2026-04-17T03:30:01+00:00,2026-04-20T23:35:21.470949+00:00,Cultura,El Pais,internacional,train,https://elpais.com/babelia/2026-04-17/las-50-recomendaciones-de-babelia-para-el-dia-del-libro-de-2026.html,es,0.999996,kept,kept_original
,curiosity_gap:por que;clickbait_framing:que dice;question_opener_without_punctuation,0.54,sitemap_url_slug,,,,que dice el evangelio de judas cuales son los escritos apocrifos y por que no son parte de la biblia,que dice el evangelio de judas cuales son los escritos apocrifos y por que no son parte de la biblia,c6909204d6fb0579,clickbait,manual-review-v1.0,False,2026-03-31T09:58:17-03:00,2026-04-20T23:28:49.368188+00:00,,BioBioChile,nacional,train,https://www.biobiochile.cl/noticias/sociedad/historia/2026/03/31/que-dice-el-evangelio-de-judas-cuales-son-los-escritos-apocrifos-y-por-que-no-son-parte-de-la-biblia.shtml,es,0.999998,kept,kept_original
,,0.0,news_sitemap,,,,"Cristina Gutiérrez, experta emocional: «Parar la centrifugadora en la que vivimos es la clave para recuperar la ilusión»","Cristina Gutiérrez, experta emocional: «Parar la centrifugadora en la que vivimos es la clave para recuperar la ilusión»",5749bf92ff49ef83,informativo,weak-rules-v1.2,False,2026-04-20T04:18:03+02:00,2026-04-20T23:38:18.958183+00:00,,ABC,internacional,train,https://www.abc.es/bienestar/psicologia-sexo/psicologia/ilusion-20260320041803-nt.html,es,0.999995,kept,kept_original
,,0.0,sitemap_url_slug,,,,iran guerra cuba venezuela emiratos arabes unidos,iran guerra cuba venezuela emiratos arabes unidos,9bfe8900ae761a93,informativo,weak-rules-v1.2,False,2026-04-17T20:07:56.259000+00:00,2026-04-20T23:36:22.160261+00:00,,CNN Espanol,internacional,test,https://cnnespanol.cnn.com/2026/04/17/mundo/video/iran-guerra-cuba-venezuela-emiratos-arabes-unidos,es,0.999997,kept,kept_original
,clickbait_framing:donde ver;question_opener_without_punctuation,0.28,news_sitemap,,,,Dónde ver por TV y horarios del Maratón de Boston 2026,Dónde ver por TV y horarios del Maratón de Boston 2026,913d13fa760fb154,clickbait,manual-review-v1.0,False,2026-04-20T10:32:53+00:00,2026-04-20T23:38:30.058888+00:00,,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/running/carreras/20260420/1004172747/ver-tv-horarios-maraton-boston-2026.html,es,0.999998,kept,kept_original
,curiosity_gap:asi fue;clickbait_framing:asi fue,0.38,sitemap_url_slug,,,,video asi fue el infartante gol de chile en los descuentos que sello el empate en el sudamericano sub 17,video asi fue el infartante gol de chile en los descuentos que sello el empate en el sudamericano sub 17,f92b2245ab44961f,clickbait,manual-review-v1.0,False,2026-04-03T22:28:28.054000+00:00,2026-04-20T23:35:10.042228+00:00,,En Cancha,nacional,train,https://www.encancha.cl/seleccion/la-rojita/2026/04/03/video-asi-fue-el-infartante-gol-de-chile-en-los-descuentos-que-sello-el-empate-en-el-sudamericano-sub-17/,es,0.999995,kept,kept_original
,,0.0,sitemap_url_slug,,,,en vacaciones relajate y ayuda al planeta,en vacaciones relajate y ayuda al planeta,4345dc9d73167738,informativo,weak-rules-v1.2,False,2014-12-13T18:32:00+00:00,2026-04-20T23:34:10.222794+00:00,,FMDOS,nacional,train,https://www.fmdos.cl/conectados/en-vacaciones-relajate-y-ayuda-al-planeta/,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,sesion acustica la sociedad en fmdos,sesion acustica la sociedad en fmdos,bf1a4cfdc8da2b0f,informativo,weak-rules-v1.2,False,2013-04-30T17:45:21+00:00,2026-04-20T23:34:10.191299+00:00,,FMDOS,nacional,train,https://www.fmdos.cl/musica/sesion-acustica-la-sociedad-en-fmdos/,es,0.999994,kept,kept_original
,,0.0,sitemap_url_slug,,,,se habla mucho de reducir el gasto pero poco de activar la economia,se habla mucho de reducir el gasto pero poco de activar la economia,e11057f45f50b3bf,informativo,weak-rules-v1.2,False,2011-11-14T12:29:00+00:00,2026-04-20T23:28:55.100179+00:00,,CNN Chile,nacional,train,https://www.cnnchile.com/economia/se-habla-mucho-de-reducir-el-gasto-pero-poco-de-activar-la-economia_20111114/,es,0.999996,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,Aston Villa 4-3 Sunderland: Lo que dijeron Emery y Abraham,Aston Villa 4-3 Sunderland: What Emery and Abraham said,935dfc216383eeb2,informativo,weak-rules-v1.2,False,2026-04-19T15:47:22+00:00,2026-04-20T23:35:19.042971+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/sport/football/articles/cp867y3zzzjo,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
,,0.0,sitemap_url_slug,,,,ultnot inundación protestas de wall street amv,ultnot inunda wall street protestas amv,02f330b995519812,informativo,weak-rules-v1.2,False,2014-09-22T16:41:28+00:00,2026-04-20T23:35:19.015671+00:00,,BBC Mundo,internacional,train,http://www.bbc.co.uk/mundo/ultimas_noticias/2014/09/140922_ultnot_inunda_wall_street_protestas_amv.shtml,en,0.857139,detected_non_es,GoogleTranslator(auto->es)
Oscar Rodríguez,,0.0,rss,,,https://e00-marca.uecdn.es/rss/portada.xml,[portada] Últimas Noticias 10,[portada] Últimas Noticias 10,4668f11253e69d13,informativo,weak-rules-v1.2,False,2025-04-29T15:21:04+02:00,2026-04-20T23:37:33.230976+00:00,Portada,Marca,internacional,train,https://www.marca.com/include/portada/portada-ultimas-noticias-10.html,pt,0.999993,detected_non_es,GoogleTranslator(auto->es)
,curiosity_gap:lo que;curiosity_colon_framing,0.36,news_sitemap,,,,Los últimos detalles del Franco Colapinto Road Show: todo lo que hay que saber para no perderse nada de la vuelta de la Fórmula 1 a la Argentina,Los últimos detalles del Franco Colapinto Road Show: todo lo que hay que saber para no perderse nada de la vuelta de la Fórmula 1 a la Argentina,9692d1b259de5c3c,clickbait,manual-review-v1.0,False,2026-04-20T21:27:11+00:00,2026-04-20T23:37:29.535530+00:00,,Clarin,internacional,train,https://www.clarin.com/deportes/ultimos-detalles-franco-colapinto-road-show-saber-perderse-vuelta-formula-1-argentina_0_yNTXs96Om3.html,es,0.999995,kept,kept_original
,clickbait_framing:los mejores,0.12,sitemap_url_slug,,,,los chilenos son los mejores en la cama,los chilenos son los mejores en la cama,bb6fd19372e5b60b,informativo,weak-rules-v1.2,False,2015-01-20T15:06:17+00:00,2026-04-20T23:34:10.225300+00:00,,FMDOS,nacional,train,https://www.fmdos.cl/noticias/los-chilenos-son-los-mejores-en-la-cama/,es,0.999996,kept,kept_original
,curiosity_gap:que paso;question_opener_without_punctuation,0.42,sitemap_url_slug,,,,como va el caso de daniela berriel y que paso con el hombre al que acuso de abuso sexual,como va el caso de daniela berriel y que paso con el hombre al que acuso de abuso sexual,a444013189c47506,clickbait,manual-review-v1.0,False,2026-02-20T04:34:38.925000+00:00,2026-04-20T23:37:12.688825+00:00,,Infobae,internacional,train,https://www.infobae.com/america/entretenimiento/2022/03/09/como-va-el-caso-de-daniela-berriel-y-que-paso-con-el-hombre-al-que-acuso-de-abuso-sexual/,es,0.999995,kept,kept_original
,"curiosity_gap:lo que,que debes saber;curiosity_gap_opener;clickbait_framing:que debes saber;direct_address:debes",0.66,sitemap_url_slug,,,,lo que debes saber a esta hora de la tarde wfgwc,lo que debes saber a esta hora de la tarde wfgwc,bb9d5580a3e45cbf,clickbait,manual-review-v1.0,False,2026-04-20T19:11:56+00:00,2026-04-20T23:33:09.444723+00:00,,Diario Financiero,nacional,train,https://www.df.cl/doble-click/lo-que-debes-saber-a-esta-hora-de-la-tarde-wfgwc,es,0.999995,kept,kept_original
,,0.0,sitemap_url_slug,,,,estudiantes protagonizan protestas en el liceo barros borgono previo al dia del joven combatiente,estudiantes protagonizan protestas en el liceo barros borgono previo al dia del joven combatiente,07403c60027141df,informativo,weak-rules-v1.2,False,2026-03-27T12:19:00-03:00,2026-04-20T23:28:49.409087+00:00,,BioBioChile,nacional,test,https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2026/03/27/estudiantes-protagonizan-protestas-en-el-liceo-barros-borgono-previo-al-dia-del-joven-combatiente.shtml,es,0.999994,kept,kept_original
,concrete_informative_signals,0.0,sitemap_url_slug,,,,camioneros advertencia alza precio combustibles gremio gobierno habra consecuencis 14 04 2026,camioneros advertencia alza precio combustibles gremio gobierno habra consecuencis 14 04 2026,d1de7b7d2f8526c1,informativo,weak-rules-v1.2,False,2026-04-14T09:05:00-04:00,2026-04-20T23:31:41.188826+00:00,,Meganoticias,nacional,train,https://www.meganoticias.cl/nacional/519410-camioneros-advertencia-alza-precio-combustibles-gremio-gobierno-habra-consecuencis-14-04-2026.html,es,0.999995,kept,kept_original
,,0.0,news_sitemap,,,,Me dijeron que mi padre estaba muerto': los soldados británicos que abandonaron a niños en Kenia deben ser rastreados,Waliniambia baba amekufa': Wanajeshi wa Uingereza waliotelekeza watoto Kenya kufuatiliwa,e00f4286edbb3b2c,informativo,weak-rules-v1.2,False,2026-04-20T09:08:13+00:00,2026-04-20T23:35:19.059791+00:00,,BBC Mundo,internacional,test,https://www.bbc.com/swahili/articles/cvg4jv16d1qo,sw,0.999997,detected_non_es,GoogleTranslator(auto->es)
,curiosity_gap:por que;vague_subject,0.36,sitemap_url_slug,,,,el audio del var que revela por que piero maza no llamo a revisar el planchazo contra javier altamirano,el audio del var que revela por que piero maza no llamo a revisar el planchazo contra javier altamirano,02a34974211bf7f9,clickbait,manual-review-v1.0,False,2026-04-14T00:07:13.215000+00:00,2026-04-20T23:35:10.001486+00:00,,En Cancha,nacional,train,https://www.encancha.cl/futbol-chileno/u-de-chile/2026/04/13/el-audio-del-var-que-revela-por-que-piero-maza-no-llamo-a-revisar-el-planchazo-contra-javier-altamirano/,es,0.999995,kept,kept_original
,,0.0,news_sitemap,,,,Campeonato Mundial de Resistencia: Dan Harper gana en su debut en el WEC en Imola,World Endurance Championship: Dan Harper wins on WEC debut at Imola,7bf69dab4d7c65e1,informativo,weak-rules-v1.2,False,2026-04-20T08:04:09+00:00,2026-04-20T23:35:19.058109+00:00,,BBC Mundo,internacional,train,https://www.bbc.com/sport/motorsport/articles/cr519ldmr63o,en,0.999997,detected_non_es,GoogleTranslator(auto->es)
,vague_subject,0.1,news_sitemap,,,,"El Celta, contra el efecto remontada en el coliseo azulgrana","El Celta, contra el efecto remontada en el coliseo azulgrana",22cdba9a15dd8760,informativo,weak-rules-v1.2,False,2026-04-19T17:52:04+00:00,2026-04-20T23:38:30.071237+00:00,,Mundo Deportivo,internacional,train,https://www.mundodeportivo.com/futbol/celta-vigo/20260419/1004172509/celta-efecto-remontada-camp-nou.html,es,0.999996,kept,kept_original
,,0.0,news_sitemap,,,,Superclásico: la entrada en calor de los jugadores,Superclásico: la entrada en calor de los jugadores,70264ac9d2dc5186,informativo,weak-rules-v1.2,False,2026-04-19T20:08:08+00:00,2026-04-20T23:37:29.588758+00:00,,Clarin,internacional,train,https://www.clarin.com/deportes/superclasico-entrada-calor-jugadores_3_Xw00l9wH9D.html,es,0.999995,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,"Clima hoy en Puerto Limón, Costa Rica: el pronóstico del tiempo para este domingo 19 abril de 2026","Clima hoy en Puerto Limón, Costa Rica: el pronóstico del tiempo para este domingo 19 abril de 2026",4b224c479c679020,informativo,weak-rules-v1.2,False,2026-04-19T03:31:44+00:00,2026-04-20T23:37:29.609146+00:00,,Clarin,internacional,validation,https://www.clarin.com/informacion-general/clima-hoy-puerto-limon-costa-rica-pronostico-tiempo-domingo-19-abril-2026_0_ygSPFQHs6w.html,es,0.999995,kept,kept_original
,concrete_informative_signals,0.0,news_sitemap,,,,"Clima hoy en Bahía Blanca, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026","Clima hoy en Bahía Blanca, Buenos Aires: el pronóstico del tiempo para este lunes 20 abril de 2026",62dfaf753b342fc4,informativo,weak-rules-v1.2,False,2026-04-20T03:03:56+00:00,2026-04-20T23:37:29.577060+00:00,,Clarin,internacional,validation,https://www.clarin.com/informacion-general/clima-hoy-bahia-blanca-buenos-aires-pronostico-tiempo-lunes-20-abril-2026_0_BWpvrrk5rO.html,es,0.999996,kept,kept_original
,,0.0,sitemap_url_slug,,,,tornado wisconsin union center dron trax,tornado wisconsin union center dron trax,b60173a88fdad67e,informativo,weak-rules-v1.2,False,2026-04-16T12:22:59.980000+00:00,2026-04-20T23:36:22.165641+00:00,,CNN Espanol,internacional,validation,https://cnnespanol.cnn.com/2026/04/16/eeuu/video/tornado-wisconsin-union-center-dron-trax,en,0.571426,kept,kept_original
,,0.0,sitemap_url_slug,,,,kast niega presiones de eeuu tras descartar apoyo a bachelet le enrostro crisis migratoria haitiana,kast niega presiones de eeuu tras descartar apoyo a bachelet le enrostro crisis migratoria haitiana,3a8de6f580548261,informativo,weak-rules-v1.2,False,2026-03-31T10:18:08-03:00,2026-04-20T23:28:49.367739+00:00,,BioBioChile,nacional,train,https://www.biobiochile.cl/noticias/nacional/chile/2026/03/31/kast-niega-presiones-de-eeuu-tras-descartar-apoyo-a-bachelet-le-enrostro-crisis-migratoria-haitiana.shtml,es,0.714283,kept,kept_original
Carlota Garcia,,0.0,rss,,,https://www.mundodeportivo.com/rss/home.xml,Apple cambia de líder tras más de una década: Tim Cook dejará de ser CEO en septiembre,Apple cambia de líder tras más de una década: Tim Cook dejará de ser CEO en septiembre,5470207f0e87675d,informativo,weak-rules-v1.2,False,2026-04-20T23:43:34+02:00,2026-04-20T23:38:20.499127+00:00,Actualidad,Mundo Deportivo,internacional,test,https://www.mundodeportivo.com/actualidad/20260420/1004173074/apple-anuncia-tim-cook-dejara-director-ejecutivo-septiembre-dct.html,es,0.999994,kept,kept_original
